display_name_input,display_name_matched,source_id,issn,works_count,host_org
JOURNAL OF MECHANICAL DESIGN,Journal of Mechanical Design,https://openalex.org/S88457320,1050-0472|1528-9001,4571,American Society of Mechanical Engineers
JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY,Journal of Mechanical Science and Technology,https://openalex.org/S11422300,1738-494X|1976-3824,8493,Springer Science+Business Media
JOURNAL OF MECHANICS,Journal of Mechanics,https://openalex.org/S61698638,1727-7191|1811-8216,1466,Cambridge University Press
JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY,Journal of Mechanics in Medicine and Biology,https://openalex.org/S133264478,0219-5194|1793-6810,1971,World Scientific
JOURNAL OF MECHANICS OF MATERIALS AND STRUCTURES,Journal of mechanics of materials and structures,https://openalex.org/S206540885,2157-5428|1559-3959,1033,Mathematical Sciences Publishers
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,Journal of Medical and Biological Engineering,https://openalex.org/S8769598,1609-0985|2199-4757,1478,Springer Science+Business Media
JOURNAL OF MEDICAL BIOCHEMISTRY,Journal of Medical Biochemistry,https://openalex.org/S142815329,1452-8266|1452-8258,784,De Gruyter
JOURNAL OF MEDICAL ECONOMICS,Journal of Medical Economics,https://openalex.org/S155267287,1369-6998|1941-837X,2086,Informa
JOURNAL OF MEDICAL ENTOMOLOGY,Journal of Medical Entomology,https://openalex.org/S80921037,0022-2585|1938-2928,10078,Oxford University Press
JOURNAL OF MEDICAL ETHICS,Journal of Medical Ethics,https://openalex.org/S70185877,0306-6800|1473-4257,7348,BMJ
JOURNAL OF MEDICAL GENETICS,Journal of Medical Genetics,https://openalex.org/S112540174,0022-2593|1468-6244,10858,BMJ
JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY,Journal of Medical Imaging and Radiation Oncology,https://openalex.org/S202179756,1754-9477|1754-9485,7018,Wiley
JOURNAL OF MEDICAL INTERNET RESEARCH,Journal of Medical Internet Research,https://openalex.org/S17147534,1438-8871|1439-4456,7649,JMIR Publications
JOURNAL OF MEDICAL MICROBIOLOGY,Journal of Medical Microbiology,https://openalex.org/S154078021,0022-2615|1473-5644,9091,Microbiology Society
JOURNAL OF MEDICAL PRIMATOLOGY,Journal of Medical Primatology,https://openalex.org/S39848674,0047-2565|1600-0684,3192,Wiley
JOURNAL OF MEDICAL SCREENING,Journal of Medical Screening,https://openalex.org/S46527232,0969-1413|1475-5793,1517,SAGE Publishing
JOURNAL OF MEDICAL SYSTEMS,Journal of Medical Systems,https://openalex.org/S37151855,0148-5598|1573-689X,4157,Springer Science+Business Media
JOURNAL OF MEDICAL TOXICOLOGY,Journal of Medical Toxicology,https://openalex.org/S41582180,1556-9039|1937-6995,1140,Springer Science+Business Media
JOURNAL OF MEDICAL ULTRASONICS,Journal of Medical Ultrasonics,https://openalex.org/S80821584,1346-4523|1613-2254,2697,Springer Science+Business Media
JOURNAL OF MEDICAL VIROLOGY,Journal of Medical Virology,https://openalex.org/S49828768,0146-6615|1096-9071,13057,Wiley
JOURNAL OF MEDICINAL CHEMISTRY,Journal of Medicinal Chemistry,https://openalex.org/S162030435,0022-2623|1520-4804,35686,American Chemical Society
JOURNAL OF MEDICINAL FOOD,Journal of Medicinal Food,https://openalex.org/S78718175,1096-620X|1557-7600,3179,"Mary Ann Liebert, Inc."
JOURNAL OF MEMBRANE SCIENCE,Journal of Membrane Science,https://openalex.org/S119469986,0376-7388|1873-3123,23185,Elsevier BV
JOURNAL OF MEMORY AND LANGUAGE,Journal of Memory and Language,https://openalex.org/S53787413,0749-596X|1096-0821,2493,Elsevier BV
JOURNAL OF METAMORPHIC GEOLOGY,Journal of Metamorphic Geology,https://openalex.org/S204672714,0263-4929|1525-1314,2501,Wiley
JOURNAL OF METEOROLOGICAL RESEARCH,Journal of Meteorological Research,https://openalex.org/S4210168500,2095-6037|2198-0934,712,Springer Science+Business Media
JOURNAL OF MICROBIOLOGICAL METHODS,Journal of Microbiological Methods,https://openalex.org/S24124513,0167-7012|1872-8359,6841,Elsevier BV
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,Journal of Microbiology and Biotechnology,https://openalex.org/S70307536,1017-7825|1738-8872,5364,Springer Science+Business Media
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,Journal of Microbiology Immunology and Infection,https://openalex.org/S7766676,1684-1182|1995-9133,2373,Elsevier BV
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,Journal of Microelectromechanical Systems,https://openalex.org/S4210187724,1057-7157|1941-0158,4197,Institute of Electrical and Electronics Engineers
JOURNAL OF MICROENCAPSULATION,Journal of Microencapsulation,https://openalex.org/S160681128,0265-2048|1464-5246,2700,Taylor & Francis
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,Journal of Micromechanics and Microengineering,https://openalex.org/S170809390,0960-1317|1361-6439,7117,IOP Publishing
JOURNAL OF MICROORGANISM CONTROL,Journal of Microorganism Control,https://openalex.org/S4387289161,2758-6383,0,
JOURNAL OF MICROPALAEONTOLOGY,Journal of Micropalaeontology,https://openalex.org/S90051289,0262-821X|2041-4978,818,Copernicus Publications
JOURNAL OF MICROSCOPY,Journal of Microscopy,https://openalex.org/S168975578,0022-2720|1365-2818,8087,Wiley
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY,Journal of Microwave Power and Electromagnetic Energy,https://openalex.org/S142298166,0832-7823|2472-4041,950,Taylor & Francis
JOURNAL OF MINERALOGICAL AND PETROLOGICAL SCIENCES,Journal of Mineralogical and Petrological Sciences,https://openalex.org/S18095265,1345-6296|1349-3825,918,Japan Association of Mineralogical Sciences
JOURNAL OF MINIMAL ACCESS SURGERY,Journal of Minimal Access Surgery,https://openalex.org/S171643898,1998-3921|0972-9941,1251,Medknow
JOURNAL OF MINIMALLY INVASIVE GYNECOLOGY,Journal of Minimally Invasive Gynecology,https://openalex.org/S73678819,1553-4650|1553-4669,16034,Elsevier BV
JOURNAL OF MINING SCIENCE,Journal of Mining Science,https://openalex.org/S206834481,1062-7391|1573-8736,3138,Pleiades Publishing
JOURNAL OF MODERN DYNAMICS,Journal of Modern Dynamics,https://openalex.org/S7388327,1930-5311|1930-532X,375,American Institute of Mathematical Sciences
JOURNAL OF MODERN OPTICS,Journal of Modern Optics,https://openalex.org/S82541167,0950-0340|1362-3044,9991,Taylor & Francis
JOURNAL OF MODERN POWER SYSTEMS AND CLEAN ENERGY,Journal of Modern Power Systems and Clean Energy,https://openalex.org/S4210194934,2196-5420|2196-5625,1066,Springer Nature
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,Journal of Molecular and Cellular Cardiology,https://openalex.org/S111163638,0022-2828|1095-8584,23672,Elsevier BV
JOURNAL OF MOLECULAR BIOLOGY,Journal of Molecular Biology,https://openalex.org/S46058472,0022-2836|1089-8638,36193,Elsevier BV
JOURNAL OF MOLECULAR CELL BIOLOGY,Journal of Molecular Cell Biology,https://openalex.org/S14311075,1759-4685|1674-2788,1065,Oxford University Press
JOURNAL OF MOLECULAR DIAGNOSTICS,Journal of Molecular Diagnostics,https://openalex.org/S48180145,1525-1578|1943-7811,2340,Elsevier BV
JOURNAL OF MOLECULAR ENDOCRINOLOGY,Journal of Molecular Endocrinology,https://openalex.org/S15622159,0952-5041|1479-6813,2629,Bioscientifica
JOURNAL OF MOLECULAR EVOLUTION,Journal of Molecular Evolution,https://openalex.org/S144184862,0022-2844|1432-1432,5081,Springer Science+Business Media
JOURNAL OF MOLECULAR HISTOLOGY,Journal of Molecular Histology,https://openalex.org/S172113453,1567-2379|1567-2387,1250,Springer Science+Business Media
JOURNAL OF MOLECULAR LIQUIDS,Journal of Molecular Liquids,https://openalex.org/S189140625,0167-7322|1873-3166,21406,Elsevier BV
JOURNAL OF MOLECULAR MODELING,Journal of Molecular Modeling,https://openalex.org/S113170167,0948-5023|1610-2940,6012,Springer Science+Business Media
JOURNAL OF MOLECULAR NEUROSCIENCE,Journal of Molecular Neuroscience,https://openalex.org/S133939727,0895-8696|1559-1166,4114,Springer Science+Business Media
JOURNAL OF MOLECULAR RECOGNITION,Journal of Molecular Recognition,https://openalex.org/S205370667,0952-3499|1099-1352,2364,Wiley
JOURNAL OF MOLECULAR SPECTROSCOPY,Journal of Molecular Spectroscopy,https://openalex.org/S77654513,0022-2852|1096-083X,13668,Elsevier BV
JOURNAL OF MOLECULAR STRUCTURE,Journal of Molecular Structure,https://openalex.org/S203479135,0022-2860|1872-8014,38165,Elsevier BV
JOURNAL OF MOLLUSCAN STUDIES,Journal of Molluscan Studies,https://openalex.org/S151641874,0260-1230|1464-3766,4971,Oxford University Press
JOURNAL OF MORPHOLOGY,Journal of Morphology,https://openalex.org/S173450624,0362-2525|1097-4687,9267,Wiley
JOURNAL OF MOTOR BEHAVIOR,Journal of Motor Behavior,https://openalex.org/S143044361,0022-2895|1940-1027,2279,Taylor & Francis
JOURNAL OF MOUNTAIN SCIENCE,Journal of Mountain Science,https://openalex.org/S36154601,1672-6316|1993-0321,3200,Springer Science+Business Media
JOURNAL OF MOVEMENT DISORDERS,Journal of Movement Disorders,https://openalex.org/S2736308301,2005-940X|2093-4939,424,Korean Movement Disorders Society
JOURNAL OF MULTIDISCIPLINARY HEALTHCARE,Journal of Multidisciplinary Healthcare,https://openalex.org/S2764580016,1178-2390,1489,Dove Medical Press
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,Journal of multiple-valued logic and soft computing,https://openalex.org/S49741531,1542-3980,21,
JOURNAL OF MULTIVARIATE ANALYSIS,Journal of Multivariate Analysis,https://openalex.org/S133905466,0047-259X|1095-7243,5167,Elsevier BV
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,Journal of Muscle Research and Cell Motility,https://openalex.org/S122159434,0142-4319|1573-2657,2276,Springer Science+Business Media
JOURNAL OF NANO RESEARCH,Journal of nano research,https://openalex.org/S118227851,1661-9889|1661-9897|1662-5250,1207,
JOURNAL OF NANOBIOTECHNOLOGY,Journal of Nanobiotechnology,https://openalex.org/S41231013,1477-3155,2136,BioMed Central
JOURNAL OF NANOELECTRONICS AND OPTOELECTRONICS,Journal of Nanoelectronics and Optoelectronics,https://openalex.org/S87397198,1555-130X|1555-1318,2303,American Scientific Publishers
JOURNAL OF NANOPARTICLE RESEARCH,Journal of Nanoparticle Research,https://openalex.org/S194298869,1388-0764|1572-896X,7268,Springer Science+Business Media
JOURNAL OF NANOPHOTONICS,Journal of Nanophotonics,https://openalex.org/S174288603,1934-2608,1322,SPIE
JOURNAL OF NANOSTRUCTURE IN CHEMISTRY,Journal of nanostructure in chemistry,https://openalex.org/S2764590048,2008-9244|2193-8865,532,Springer Nature
JOURNAL OF NATURAL FIBERS,Journal of Natural Fibers,https://openalex.org/S29409266,1544-046X|1544-0478,2516,Taylor & Francis
JOURNAL OF NATURAL HISTORY,Journal of Natural History,https://openalex.org/S194835164,0022-2933|1464-5262,6127,Taylor & Francis
JOURNAL OF NATURAL MEDICINES,Journal of Natural Medicines,https://openalex.org/S165299079,1340-3443|1861-0293,1702,Springer Science+Business Media
JOURNAL OF NATURAL PRODUCTS,Journal of Natural Products,https://openalex.org/S166799026,0163-3864|1520-6025,15972,American Chemical Society
JOURNAL OF NAVIGATION,Journal of Navigation,https://openalex.org/S14252860,0373-4633|1469-7785,5827,Cambridge University Press
JOURNAL OF NEAR INFRARED SPECTROSCOPY,Journal of Near Infrared Spectroscopy,https://openalex.org/S160776678,0967-0335|1364-6575|1748-8567|1751-6552,1290,SAGE Publishing
JOURNAL OF NEMATOLOGY,Journal of Nematology,https://openalex.org/S148806700,0022-300X|2640-396X,683,Exeley Inc
JOURNAL OF NEPHROLOGY,Journal of Nephrology,https://openalex.org/S201014839,1121-8428|1724-6059,2072,Springer Science+Business Media
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,Journal of Network and Computer Applications,https://openalex.org/S30128005,1084-8045|1095-8592,3675,Elsevier BV
JOURNAL OF NETWORK AND SYSTEMS MANAGEMENT,Journal of Network and Systems Management,https://openalex.org/S67072002,1064-7570|1573-7705,1172,Springer Science+Business Media
JOURNAL OF NEURAL ENGINEERING,Journal of Neural Engineering,https://openalex.org/S32898093,1741-2552|1741-2560,3105,IOP Publishing
JOURNAL OF NEURAL TRANSMISSION,Journal of Neural Transmission,https://openalex.org/S1737980,0300-9564|1435-1463,7494,Springer Science+Business Media
JOURNAL OF NEURO-ONCOLOGY,Journal of Neuro-Oncology,https://openalex.org/S175922936,0167-594X|1573-7373,8113,Springer Science+Business Media
JOURNAL OF NEURO-OPHTHALMOLOGY,Journal of Neuro-Ophthalmology,https://openalex.org/S195816289,1070-8022|1536-5166,4290,Lippincott Williams & Wilkins
JOURNAL OF NEUROCHEMISTRY,Journal of Neurochemistry,https://openalex.org/S135837084,0022-3042|1471-4159,31856,Wiley
JOURNAL OF NEURODEVELOPMENTAL DISORDERS,Journal of Neurodevelopmental Disorders,https://openalex.org/S206192428,1866-1947|1866-1955,587,BioMed Central
JOURNAL OF NEUROENDOCRINOLOGY,Journal of Neuroendocrinology,https://openalex.org/S100175869,0953-8194|1365-2826,4712,Wiley
JOURNAL OF NEUROENGINEERING AND REHABILITATION,Journal of NeuroEngineering and Rehabilitation,https://openalex.org/S2299478,1743-0003,1870,BioMed Central
JOURNAL OF NEUROGASTROENTEROLOGY AND MOTILITY,Journal of Neurogastroenterology and Motility,https://openalex.org/S110006991,2093-0879|2093-0887,1452,The Korean Society of Neurogastroenterology and Motility
JOURNAL OF NEUROGENETICS,Journal of Neurogenetics,https://openalex.org/S64145856,0167-7063|1026-8057|1563-5260,971,Taylor & Francis
JOURNAL OF NEUROIMAGING,Journal of Neuroimaging,https://openalex.org/S143223179,1051-2284|1552-6569,3279,Wiley
JOURNAL OF NEUROIMMUNE PHARMACOLOGY,Journal of Neuroimmune Pharmacology,https://openalex.org/S137872405,1557-1890|1557-1904,1062,Springer Science+Business Media
JOURNAL OF NEUROIMMUNOLOGY,Journal of Neuroimmunology,https://openalex.org/S137419829,0165-5728|1872-8421,12503,Elsevier BV
JOURNAL OF NEUROINFLAMMATION,Journal of Neuroinflammation,https://openalex.org/S199572710,1742-2094,3696,BioMed Central
JOURNAL OF NEUROINTERVENTIONAL SURGERY,Journal of NeuroInterventional Surgery,https://openalex.org/S66405466,1759-8478|1759-8486,4425,BMJ
JOURNAL OF NEUROLINGUISTICS,Journal of Neurolinguistics,https://openalex.org/S52978869,0911-6044|1873-8052,1326,Elsevier BV
JOURNAL OF NEUROLOGIC PHYSICAL THERAPY,Journal of Neurologic Physical Therapy,https://openalex.org/S2505192299,1557-0576|1557-0584,1103,Lippincott Williams & Wilkins
JOURNAL OF NEUROLOGY,Journal of Neurology,https://openalex.org/S175814247,0340-5354|1432-1459,18984,Springer Science+Business Media
JOURNAL OF NEUROMUSCULAR DISEASES,Journal of Neuromuscular Diseases,https://openalex.org/S2764513568,2214-3599|2214-3602,616,IOS Press
JOURNAL OF NEUROPHYSIOLOGY,Journal of Neurophysiology,https://openalex.org/S142952003,0022-3077|1522-1598,22284,American Physiological Society
JOURNAL OF NEUROPSYCHOLOGY,Journal of Neuropsychology,https://openalex.org/S120269741,1748-6645|1748-6653,480,Wiley
JOURNAL OF NEURORADIOLOGY,Journal of Neuroradiology,https://openalex.org/S45717877,0150-9861|1773-0406,2886,Elsevier BV
JOURNAL OF NEUROSCIENCE,Journal of Neuroscience,https://openalex.org/S5555990,0270-6474|1529-2401,39967,Society for Neuroscience
JOURNAL OF NEUROSCIENCE METHODS,Journal of Neuroscience Methods,https://openalex.org/S132751470,0165-0270|1872-678X,10563,Elsevier BV
JOURNAL OF NEUROSCIENCE NURSING,Journal of Neuroscience Nursing,https://openalex.org/S81994447,0888-0395|1945-2810,3384,Lippincott Williams & Wilkins
JOURNAL OF NEUROSCIENCE RESEARCH,Journal of Neuroscience Research,https://openalex.org/S76417895,0360-4012|1097-4547,12364,Wiley
JOURNAL OF NEUROSURGERY,Journal of neurosurgery,https://openalex.org/S1995308,0022-3085|1933-0693,24472,American Association of Neurological Surgeons
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,Journal of Neurosurgical Anesthesiology,https://openalex.org/S23610305,0898-4921|1537-1921,4476,Lippincott Williams & Wilkins
JOURNAL OF NEUROSURGICAL SCIENCES,Journal of Neurosurgical Sciences,https://openalex.org/S132832918,0390-5616|1827-1855,849,Edizioni Minerva Medica
JOURNAL OF NEUROTRAUMA,Journal of Neurotrauma,https://openalex.org/S85864898,0897-7151|1557-9042,5882,"Mary Ann Liebert, Inc."
JOURNAL OF NEUROVIROLOGY,Journal of NeuroVirology,https://openalex.org/S101533045,1355-0284|1538-2443,2456,Springer Science+Business Media
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,Journal of New Materials for Electrochemical Systems,https://openalex.org/S2479839973,1480-2422|1480-2430|2292-1168,665,Polytechnique Montréal
JOURNAL OF NEW MUSIC RESEARCH,Journal of New Music Research,https://openalex.org/S102275153,0929-8215|1744-5027,826,Routledge
JOURNAL OF NIPPON MEDICAL SCHOOL,Journal of Nippon Medical School,https://openalex.org/S118610483,0048-0444|1884-0108,5502,Medknow
JOURNAL OF NON-CRYSTALLINE SOLIDS,Journal of Non-Crystalline Solids,https://openalex.org/S59020844,0022-3093|1873-4812,30004,Elsevier BV
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,Journal of Non-Equilibrium Thermodynamics,https://openalex.org/S201183278,0340-0204|1437-4358,1621,De Gruyter
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,Journal of Non-Newtonian Fluid Mechanics,https://openalex.org/S13281104,0377-0257|1873-2631,5294,Elsevier BV
JOURNAL OF NONCOMMUTATIVE GEOMETRY,Journal of Noncommutative Geometry,https://openalex.org/S98390336,1661-6952|1661-6960,537,European Mathematical Society
JOURNAL OF NONDESTRUCTIVE EVALUATION,Journal of Nondestructive Evaluation,https://openalex.org/S189058672,0195-9298|1573-4862,1451,Springer Science+Business Media
JOURNAL OF NONLINEAR AND CONVEX ANALYSIS,Journal of nonlinear and convex analysis,https://openalex.org/S174528534,1345-4773|1880-5221,88,
JOURNAL OF NONLINEAR AND VARIATIONAL ANALYSIS,Journal of Nonlinear and Variational Analysis,https://openalex.org/S4210197509,2560-6778|2560-6921,208,
JOURNAL OF NONLINEAR COMPLEX AND DATA SCIENCE,Journal of Nonlinear Complex and Data Science,https://openalex.org/S4390648508,2752-2334,0,
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,Journal of Nonlinear Mathematical Physics,https://openalex.org/S113416816,1402-9251|1776-0852,1667,Springer Nature
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,Journal of Nonlinear Optical Physics & Materials,https://openalex.org/S185120425,0218-8635|1793-6624,1513,World Scientific
JOURNAL OF NONLINEAR SCIENCE,Journal of Nonlinear Science,https://openalex.org/S131276044,0938-8974|1432-1467,1256,Springer Science+Business Media
JOURNAL OF NONPARAMETRIC STATISTICS,Journal of nonparametric statistics,https://openalex.org/S157569606,1026-7654|1029-0311|1048-5252,1397,Taylor & Francis
